qasrl_id,tokens,sentence
Wiki1k:wikinews:2132251:4:3,"On the same day , Ed Miliband had announced he would stand down as Labour leader , while Nick Clegg said he would resign as leader of the Liberal Democrats .","On the same day, Ed Miliband had announced he would stand down as Labour leader, while Nick Clegg said he would resign as leader of the Liberal Democrats."
Wiki1k:wikinews:2132251:5:0,"UKIP achieved a 12.6 % share of the vote at the general election , an increase of 9.5 % on their 2010 performance , placing them third behind Labour and Conservatives in terms of popular vote .","UKIP achieved a 12.6% share of the vote at the general election, an increase of 9.5% on their 2010 performance, placing them third behind Labour and Conservatives in terms of popular vote."
Wiki1k:wikinews:2132251:5:1,"However , the party gained only one seat out of 650 , taken by Douglas Carswell .","However, the party gained only one seat out of 650, taken by Douglas Carswell."
Wiki1k:wikinews:2132251:5:2,"Farage has claimed these results illustrate how first-past-the-post , the electoral system used in UK general elections , is `` '' bankrupt because one party can get 50 % of the vote in Scotland and nearly 100 % of the seats , and our party can get 4 million votes and just one seat .","Farage has claimed these results illustrate how first-past-the-post, the electoral system used in UK general elections, is """"bankrupt because one party can get 50% of the vote in Scotland and nearly 100% of the seats, and our party can get 4 million votes and just one seat."
Wiki1k:wikinews:2132251:6:0,"Farage was once a Conservative Party member but left the party , objecting to the UK '' s decision to sign the Maastricht Treaty creating the European Union , and became a founding member of UKIP in 1993 .","Farage was once a Conservative Party member but left the party, objecting to the UK""s decision to sign the Maastricht Treaty creating the European Union, and became a founding member of UKIP in 1993."
Wiki1k:wikinews:2132251:6:1,He was elected as an MEP for South East England in 1999 and began his first stint as party leader in 2006 .,He was elected as an MEP for South East England in 1999 and began his first stint as party leader in 2006.
Wiki1k:wikinews:2132251:6:2,"He stood down in 2009 in an attempt to challenge House of Commons Speaker John Bercow in the 2010 general election ; after this challenge proved unsuccessful , he was re-elected as party leader .","He stood down in 2009 in an attempt to challenge House of Commons Speaker John Bercow in the 2010 general election; after this challenge proved unsuccessful, he was re-elected as party leader."
Wiki1k:wikinews:2161537:1:0,"The Syrian Observatory for Human Rights , which is based in Britain , estimates over half of Syria -- by area -- is now under Islamic State control .","The Syrian Observatory for Human Rights, which is based in Britain, estimates over half of Syria--by area--is now under Islamic State control."
Wiki1k:wikinews:2161537:1:1,"Holding Palmyra also provides them with access to the city '' s military bases , airport , and nearby oil fields .","Holding Palmyra also provides them with access to the city""s military bases, airport, and nearby oil fields."
Wiki1k:wikinews:2161537:3:0,The US strategy in the region has relied on air strikes .,The US strategy in the region has relied on air strikes.
Wiki1k:wikinews:2161537:3:1,White House Press Secretary Josh Earnest has said President Obama is not contemplating a commitment of US forces to combat Islamic State on the ground .,White House Press Secretary Josh Earnest has said President Obama is not contemplating a commitment of US forces to combat Islamic State on the ground.
Wiki1k:wikinews:516006:0:0,"According the Team Manager Nick Sullivan , Smith took a while to settle in before taking her first shot .","According the Team Manager Nick Sullivan, Smith took a while to settle in before taking her first shot."
Wiki1k:wikinews:516006:0:1,"Kosmala started shooting earlier than Smith , scoring a 99 out of 100 possible points .","Kosmala started shooting earlier than Smith, scoring a 99 out of 100 possible points."
Wiki1k:wikinews:517007:0:0,Ukrainian Dmytro Solovey scored a point early against Iranian competitor Mohammad Ali Shanani and was quickly pinned in the men '' s 73 kg event .,"Ukrainian Dmytro Solovey scored a point early against Iranian competitor Mohammad Ali Shanani and was quickly pinned in the men""s 73 kg event."
Wiki1k:wikinews:517007:0:1,"In the match on the other mat , Cuban Isao Cruz Alonso took a bit longer to defeat Azerbaijani competitor Rovshan Safarov .","In the match on the other mat, Cuban Isao Cruz Alonso took a bit longer to defeat Azerbaijani competitor Rovshan Safarov."
Wiki1k:wikinews:517007:1:0,"In the second set of matches , German Matthiar Krieger defeated Great Britain '' s Dan Powell in the round of 16 in the men '' s 81 kg event with a pin late in the bout .","In the second set of matches, German Matthiar Krieger defeated Great Britain""s Dan Powell in the round of 16 in the men""s 81 kg event with a pin late in the bout."
Wiki1k:wikinews:517007:1:1,"On the other mat , Japan '' s Hidekatsu Takahashi defeated Aliaksandr Kazlou of Belarus with a pin and score of 111-0 in the men '' s 73 kg event .","On the other mat, Japan""s Hidekatsu Takahashi defeated Aliaksandr Kazlou of Belarus with a pin and score of 111-0 in the men""s 73 kg event."
Wiki1k:wikinews:517007:1:2,"In another match , Turkey '' s Halil Ibrahim Onel defeated Germany '' s Sebastian Junk with a pin in the men '' s 73kg round of sixteen .","In another match, Turkey""s Halil Ibrahim Onel defeated Germany""s Sebastian Junk with a pin in the men""s 73kg round of sixteen."
Wiki1k:wikinews:517161:1:0,"Grudzien was on his toes most of the match , moving around the table , touching the left-hand corner on his side of the net after every point .","Grudzien was on his toes most of the match, moving around the table, touching the left-hand corner on his side of the net after every point."
Wiki1k:wikinews:517161:1:1,The pair had contrasting experiences in their first round matches ; Grudzien lost in straight sets to Iraq '' s Saeed Ali whereas Csejtey won all his sets against Ali .,"The pair had contrasting experiences in their first round matches; Grudzien lost in straight sets to Iraq""s Saeed Ali whereas Csejtey won all his sets against Ali."
Wiki1k:wikinews:517161:2:0,Twenty-year old Grudzien came into the Games as the defending silver medalist aiming to take home another medal .,Twenty-year old Grudzien came into the Games as the defending silver medalist aiming to take home another medal.
Wiki1k:wikinews:517161:2:1,"Playing for ZSR Start Zielona Gora , Zielona Gora , his left arm is shorter than his right and his right leg shorter than his left .","Playing for ZSR Start Zielona Gora, Zielona Gora, his left arm is shorter than his right and his right leg shorter than his left."
Wiki1k:wikinews:519133:0:0,"As runners raced around the track , a `` wall of sound '' from the crowd followed them .","As runners raced around the track, a "" wall of sound"" from the crowd followed them."
Wiki1k:wikinews:519133:0:1,"Given the potential for confusion about Paralympic classification , commentators and video screens provided repeated explanations of relevant classifications .","Given the potential for confusion about Paralympic classification, commentators and video screens provided repeated explanations of relevant classifications."
Wiki1k:wikinews:519133:0:2,"In the centre of the field , during the men '' s 400 metre heats and other finals , javelin competitors '' efforts were greeted with `` '' oohs and aahs '' '' from the stadium whilst their throws were in-flight ; a remote-controlled car was used to return javelins to the competitors .","In the centre of the field, during the men""s 400 metre heats and other finals, javelin competitors"" efforts were greeted with """"oohs and aahs"""" from the stadium whilst their throws were in-flight; a remote-controlled car was used to return javelins to the competitors."
Wiki1k:wikinews:519133:0:3,Great Britain '' s win in the discus final prompted the crowd to sing along to the national anthem during the medal ceremony .,"Great Britain""s win in the discus final prompted the crowd to sing along to the national anthem during the medal ceremony."
Wiki1k:wikinews:519133:0:4,No other country enjoyed quite the same level of flag waving and singing during subsequent medal ceremonies .,No other country enjoyed quite the same level of flag waving and singing during subsequent medal ceremonies.
Wiki1k:wikinews:519133:1:0,"Women , competing in the two blind classification finals , ran almost-exclusively with male guide runners .","Women, competing in the two blind classification finals, ran almost-exclusively with male guide runners."
Wiki1k:wikinews:519133:1:1,"The entrants in the men '' s F11 discus competition also had guides helping position them on the field , and ensuring they threw onto the field of play .","The entrants in the men""s F11 discus competition also had guides helping position them on the field, and ensuring they threw onto the field of play."
Wiki1k:wikinews:519133:3:0,"Whilst Katrina Hart and Jenny McLoughlin of Great Britain received the loudest cheers when announced for the women '' s 100 metres T37 event , Namibia '' s Johanna Benson was also vocally encouraged by the crowd ; starting without the use of blocks , she earned a silver , finishing behind France '' s Mandy Francois-Elie by 15 hundredths of a second .","Whilst Katrina Hart and Jenny McLoughlin of Great Britain received the loudest cheers when announced for the women""s 100 metres T37 event, Namibia""s Johanna Benson was also vocally encouraged by the crowd; starting without the use of blocks, she earned a silver, finishing behind France""s Mandy Francois-Elie by 15 hundredths of a second."
Wiki1k:wikinews:519133:3:1,"There was a delay in announcing the bronze medallist , ultimately Neda Bahi of Tunisia , because of the closeness of the finish which came down to a hundredth of a second separating her from fourth-placed Maria Seifert of Germany .","There was a delay in announcing the bronze medallist, ultimately Neda Bahi of Tunisia, because of the closeness of the finish which came down to a hundredth of a second separating her from fourth-placed Maria Seifert of Germany."
Wiki1k:wikinews:519133:3:2,"Later in the night , immediately following Oscar Pistorius '' s 200 metres T44 final , Francois-Elie was awarded her gold medal whilst French athletes loudly sang their national anthem .","Later in the night, immediately following Oscar Pistorius""s 200 metres T44 final, Francois-Elie was awarded her gold medal whilst French athletes loudly sang their national anthem."
Wiki1k:wikinews:519133:4:0,"Pistorius '' s race was near the end of the programme , with the announcer hyping it throughout the evening '' s competition .","Pistorius""s race was near the end of the programme, with the announcer hyping it throughout the evening""s competition."
Wiki1k:wikinews:519133:4:1,"When the announcer said Pistorius had entered the field of play , the crowd screamed .","When the announcer said Pistorius had entered the field of play, the crowd screamed."
Wiki1k:wikinews:519133:4:3,"Pistorius ran his race taking the silver , losing to Brazilian Alan Fonteles Cardoso Oliveira by less than a tenth of a second .","Pistorius ran his race taking the silver, losing to Brazilian Alan Fonteles Cardoso Oliveira by less than a tenth of a second."
Wiki1k:wikinews:519713:0:0,"London , England -- In the first match of sitting volleyball this morning at ExCeL '' s South Arena 2 , the Chinese women defeated Slovenia 3 sets to 0 in a half empty arena with minimal press in attendance .","London, England--In the first match of sitting volleyball this morning at ExCeL""s South Arena 2, the Chinese women defeated Slovenia 3 sets to 0 in a half empty arena with minimal press in attendance."
Wiki1k:wikinews:519713:0:1,The game was the last one in pool play for both teams and China left the game at the top of their group in group play .,The game was the last one in pool play for both teams and China left the game at the top of their group in group play.
Wiki1k:wikinews:519713:1:0,"With spectators equaling half the total who watched the Great Britain versus Ukraine match earlier at the Games , China won the first set 25 -- 12 before a crowd full of home town fans .","With spectators equaling half the total who watched the Great Britain versus Ukraine match earlier at the Games, China won the first set 25--12 before a crowd full of home town fans."
Wiki1k:wikinews:519713:1:1,"In the press area , volunteers assisting with the games -- so-called Games Makers -- outnumbered the press , which included three Slovenes and Wikinews at the start , before they were joined by a trio of Chinese reporters who showed up half way through the first set .","In the press area, volunteers assisting with the games--so-called Games Makers--outnumbered the press, which included three Slovenes and Wikinews at the start, before they were joined by a trio of Chinese reporters who showed up half way through the first set."
Wiki1k:wikinews:519713:1:2,"The limited partisan support available for one of the teams on the court was found in the corner , and the Slovenes were waving their flag during time outs and when Slovenia scored .","The limited partisan support available for one of the teams on the court was found in the corner, and the Slovenes were waving their flag during time outs and when Slovenia scored."
Wiki1k:wikinews:519713:2:0,"China went on to win the second set 24 -- 15 , with the Slovenes able to fight back and narrow the score at times but never seriously challenge the Chinese lead .","China went on to win the second set 24--15, with the Slovenes able to fight back and narrow the score at times but never seriously challenge the Chinese lead."
Wiki1k:wikinews:519713:2:1,A Chinese supporter with a flag made their presence known during Slovenia '' s second time out in the second set by waving it when asked which side fans were supporting .,"A Chinese supporter with a flag made their presence known during Slovenia""s second time out in the second set by waving it when asked which side fans were supporting."
Wiki1k:wikinews:519713:3:0,"The Slovenes were in it early in the third set , only behind 5 -- 4 at one point before leveling at 6 -- 6 and going ahead 6 -- 7 , which was their first lead of the game .","The Slovenes were in it early in the third set, only behind 5--4 at one point before leveling at 6--6 and going ahead 6--7, which was their first lead of the game."
Wiki1k:wikinews:519713:3:1,"With Slovenia holding a lead of 7 -- 8 , a long volley followed which ended with Slovenia celebrating a point only for it to be awarded to China , which tied the score again and China came back for scores to sit at 13 -- 8 .","With Slovenia holding a lead of 7--8, a long volley followed which ended with Slovenia celebrating a point only for it to be awarded to China, which tied the score again and China came back for scores to sit at 13--8."
Wiki1k:wikinews:519713:3:2,"At this point , Slovenia called their second time out .","At this point, Slovenia called their second time out."
Wiki1k:wikinews:519713:3:3,The relatively quiet audience only got loud with commentator direction .,The relatively quiet audience only got loud with commentator direction.
Wiki1k:wikinews:519713:3:4,"While two Chinese flags waved during timeouts , the Chinese media who showed up midway through the first set left the press tribunes by midway through the third set .","While two Chinese flags waved during timeouts, the Chinese media who showed up midway through the first set left the press tribunes by midway through the third set."
Wiki1k:wikinews:519713:4:0,"Entering the tournament as the number-one ranked team in the world , China came into the game having beaten the United States in their opening game 3 sets to 1 , then going on to beat Brazil by the same total .","Entering the tournament as the number-one ranked team in the world, China came into the game having beaten the United States in their opening game 3 sets to 1, then going on to beat Brazil by the same total."
Wiki1k:wikinews:519713:4:1,"In contrast , the Slovenes who are ranked fifth in the world went down to the United States 0 to 3 in straight sets , then down to Brazil by 2 sets to 3 .","In contrast, the Slovenes who are ranked fifth in the world went down to the United States 0 to 3 in straight sets, then down to Brazil by 2 sets to 3."
Wiki1k:wikinews:522363:0:0,"Wikinews was contacted Tuesday by Al Jazeera about the incident , and referred to a statement from a spokesperson for the news service saying : `` '' Some visitors to our websites faced disruption after external DNS servers were compromised .","Wikinews was contacted Tuesday by Al Jazeera about the incident, and referred to a statement from a spokesperson for the news service saying: """"Some visitors to our websites faced disruption after external DNS servers were compromised."
Wiki1k:wikinews:522363:0:1,"The company that operates them quickly resolved this , though some users may continue to experience issues for a while longer .","The company that operates them quickly resolved this, though some users may continue to experience issues for a while longer."
Wiki1k:wikinews:522363:0:2,We thank our online community for their patience and support . '' '',"We thank our online community for their patience and support."""""
Wiki1k:wikinews:522363:2:0,"The hacked page contained the current Syrian flag displayed on the top left , a screenshot of the usual Al Jazeera homepage overlaid with a graphic resembling a rubber-stamped `` '' HACK '' '' , and with a silhouette of two men sitting at a desk below it .","The hacked page contained the current Syrian flag displayed on the top left, a screenshot of the usual Al Jazeera homepage overlaid with a graphic resembling a rubber-stamped """"HACK"""", and with a silhouette of two men sitting at a desk below it."
Wiki1k:wikinews:522363:3:1,"The same group accessed Al Jazeera '' s page on social networking website Twitter in July , posting messages critical of Syrian opposition members .","The same group accessed Al Jazeera""s page on social networking website Twitter in July, posting messages critical of Syrian opposition members."
Wiki1k:wikinews:522363:3:2,The SEA also claimed responsibility for attacking the websites of Saudi Arabian news service Al Arabiya and Harvard in the US state of Massachusetts .,The SEA also claimed responsibility for attacking the websites of Saudi Arabian news service Al Arabiya and Harvard in the US state of Massachusetts.
Wiki1k:wikinews:523595:2:0,"Fluke '' s speech was well received throughout by the audience , and garnered her a standing ovation from the crowd .","Fluke""s speech was well received throughout by the audience, and garnered her a standing ovation from the crowd."
Wiki1k:wikinews:523595:2:1,"After her speech , Fluke took to Twitter to thank convention participants for the positive reaction she received , tweeting , '' '' # DNC 2012 , THANK YOU for such a warm welcome !","After her speech, Fluke took to Twitter to thank convention participants for the positive reaction she received, tweeting,"""" #DNC 2012, THANK YOU for such a warm welcome!"
Wiki1k:wikinews:523595:3:0,She was recognized April 22 with the Stand Up for Choice Award .,She was recognized April 22 with the Stand Up for Choice Award.
Wiki1k:wikinews:523595:3:1,"Fluke was given the Stand Up for Choice Award at the `` '' Third Annual Multi-Generational Brunch '' '' of the organization NARAL Pro-Choice America which was held in New York City ( NYC ) , New York in the United States .","Fluke was given the Stand Up for Choice Award at the """"Third Annual Multi-Generational Brunch"""" of the organization NARAL Pro-Choice America which was held in New York City (NYC), New York in the United States."
Wiki1k:wikinews:523595:4:0,Fluke received a nomination in March as a candidate for Time magazine '' s 100 most influential people in the world .,"Fluke received a nomination in March as a candidate for Time magazine""s 100 most influential people in the world."
Wiki1k:wikinews:523595:4:1,"The list is released annually as a special edition of Time magazine , titled Time 100 .","The list is released annually as a special edition of Time magazine, titled Time 100."
Wiki1k:wikinews:523595:5:0,She gave testimony to the US Congress on February 23 before the House Democratic Steering and Policy Committee on a hearing about women '' s health and contraception .,"She gave testimony to the US Congress on February 23 before the House Democratic Steering and Policy Committee on a hearing about women""s health and contraception."
Wiki1k:wikinews:523595:5:1,She also worked for Sanctuary for Families in NYC which worked to crackdown on human trafficking and domestic violence .,She also worked for Sanctuary for Families in NYC which worked to crackdown on human trafficking and domestic violence.
Wiki1k:wikinews:542011:10:0,"Amanda Carter : We '' ve never won a gold , no .","Amanda Carter: We""ve never won a gold, no."
Wiki1k:wikinews:542011:14:1,I think over time the women '' s game has developed .,"I think over time the women""s game has developed."
Wiki1k:wikinews:542011:14:2,Girls have got stronger and they '' re competing against guys .,"Girls have got stronger and they""re competing against guys."
Wiki1k:wikinews:542011:14:3,"Training has got better , and all sorts of things .","Training has got better, and all sorts of things."
Wiki1k:wikinews:542011:14:4,So teams have just got better .,So teams have just got better.
Wiki1k:wikinews:542011:19:2,Two Australia wins for the first time against Canada .,Two Australia wins for the first time against Canada.
Wiki1k:wikinews:542011:19:3,In the team '' s 52 -- 50 win against Canada you scored a lay up with sixteen seconds left in the match .,"In the team""s 52--50 win against Canada you scored a lay up with sixteen seconds left in the match."
Wiki1k:wikinews:542011:20:2,"Except Leisl did in my team , who was inbounding the ball , and Leisl hurled a big pass to almost half way to me , which I ran on to and had an open lay up .","Except Leisl did in my team, who was inbounding the ball, and Leisl hurled a big pass to almost half way to me, which I ran on to and had an open lay up."
Wiki1k:wikinews:542011:20:3,"And the Canadians , you could just see the look on their faces as Leisl hurled this big pass , thinking `` '' but we thought we had them all trapped '' '' , and then they '' ve looked and seen that I '' m already over half way waiting for this pass on an open lay up .","And the Canadians, you could just see the look on their faces as Leisl hurled this big pass, thinking """"but we thought we had them all trapped"""", and then they""ve looked and seen that I""m already over half way waiting for this pass on an open lay up."
Wiki1k:wikinews:542011:20:6,And I just thought : `` '' Just training '' '' Ping !,"And I just thought: """"Just training"""" Ping!"
Wiki1k:wikinews:542011:21:1,"It says you missed the practice game beforehand because of illness , and half the team had some respiratory infection prior to the game .","It says you missed the practice game beforehand because of illness, and half the team had some respiratory infection prior to the game."
Wiki1k:wikinews:542011:22:0,"( ( WN ) ) The team beat Japan , and went into the gold medal game .","((WN)) The team beat Japan, and went into the gold medal game."
Wiki1k:wikinews:542011:22:1,You missed the previous days '' training session due to an elbow injury ?,"You missed the previous days"" training session due to an elbow injury?"
Wiki1k:wikinews:542011:24:1,You know what they use for the footballers after they '' ve had a knee reconstruction ?,"You know what they use for the footballers after they""ve had a knee reconstruction?"
Wiki1k:wikinews:542011:24:2,It '' s a machine that moves their knee up and down so it doesn '' t stiffen .,"It""s a machine that moves their knee up and down so it doesn""t stiffen."
Wiki1k:wikinews:542011:24:3,And they start with just a little bit of movement following the surgery and they '' re supposed to get up to about 90 degrees before they go home .,"And they start with just a little bit of movement following the surgery and they""re supposed to get up to about 90 degrees before they go home."
Wiki1k:wikinews:542011:24:4,"There was only one or two elbow machines in the country , so they flew one in from Queensland for me to use , to try and get my arm moving .","There was only one or two elbow machines in the country, so they flew one in from Queensland for me to use, to try and get my arm moving."
Wiki1k:wikinews:542011:26:0,"Amanda Carter : I also in 2006 was readmitted back to hospital with another episode of transverse myelitis , which is my original disability , which then left me a C5 incomplete quad , so it then affected my right arm , in addition to the elbow injury .","Amanda Carter: I also in 2006 was readmitted back to hospital with another episode of transverse myelitis, which is my original disability, which then left me a C5 incomplete quad, so it then affected my right arm, in addition to the elbow injury."
Wiki1k:wikinews:542011:26:1,"So , I '' ve now got weakness in my triceps , biceps , and weakness in my hand on my right side .","So, I""ve now got weakness in my triceps, biceps, and weakness in my hand on my right side."
Wiki1k:wikinews:542011:26:2,And that was following the birth of my son .,And that was following the birth of my son.
Wiki1k:wikinews:542011:29:1,I was struggling from ... In 2000 I had the first surgery so I literally arrived back in Melbourne and on to an operating table for the ruptured tendons .,I was struggling from...In 2000 I had the first surgery so I literally arrived back in Melbourne and on to an operating table for the ruptured tendons.
Wiki1k:wikinews:542011:29:2,Spent the next nine months in hospital from that surgery .,Spent the next nine months in hospital from that surgery.
Wiki1k:wikinews:542011:29:3,"So I had the surgery and then went to rehab for nine months , inpatient , so it was a big admission , because I also had a complication where I grew heterotopic bone into the elbow , so that was also causing some of the sticking and things .","So I had the surgery and then went to rehab for nine months, inpatient, so it was a big admission, because I also had a complication where I grew heterotopic bone into the elbow, so that was also causing some of the sticking and things."
Wiki1k:wikinews:542011:29:5,"And at that point got a pressure sore , and decided not to travel , because I thought the risk of travelling with the pressure sore was an additional complication , and at that point APC were also saying that if I was to go overseas , because I had a `` '' pre existing '' '' elbow injury , that they wouldn '' t cover me insurance-wise .","And at that point got a pressure sore, and decided not to travel, because I thought the risk of travelling with the pressure sore was an additional complication, and at that point APC were also saying that if I was to go overseas, because I had a """"pre existing"""" elbow injury, that they wouldn""t cover me insurance-wise."
Wiki1k:wikinews:542011:30:2,"But because that had occurred , they then said that they would not cover if my arm got hurt again .","But because that had occurred, they then said that they would not cover if my arm got hurt again."
Wiki1k:wikinews:542011:30:3,"And given that the tournament was the Roosevelt Cup in the US , and that we don '' t have reciprocal health care rights , the risk was that if I fell , or landed on my arm and got injured , I could end up with a huge medical bill from the US and lose my house .","And given that the tournament was the Roosevelt Cup in the US, and that we don""t have reciprocal health care rights, the risk was that if I fell, or landed on my arm and got injured, I could end up with a huge medical bill from the US and lose my house."
Wiki1k:wikinews:542011:30:4,"So I decided not to play , and at that point I guess then decided to back off from basketball a little bit at that point .","So I decided not to play, and at that point I guess then decided to back off from basketball a little bit at that point."
Wiki1k:wikinews:542011:30:5,"But then , after I had my son , and I had the other episode of transverse myelitis , in 2008 , I just happened to come across the coach for the women '' s team ...","But then, after I had my son, and I had the other episode of transverse myelitis, in 2008, I just happened to come across the coach for the women""s team ..."
Wiki1k:wikinews:542011:31:1,"I just happened to cross him at Northland , the shopping centre .","I just happened to cross him at Northland, the shopping centre."
Wiki1k:wikinews:542011:31:3,"I was looking fit and everything else , so I thought `` '' Okay , I '' ll come out to one training session and see how I go . '' ''","I was looking fit and everything else, so I thought """"Okay, I""ll come out to one training session and see how I go."""""
Wiki1k:wikinews:542011:31:6,"So at that point , in 2009 , after that , they went to Beijing , so I watched Beijing from home , because I wasn '' t involved in the Gliders program .","So at that point, in 2009, after that, they went to Beijing, so I watched Beijing from home, because I wasn""t involved in the Gliders program."
Wiki1k:wikinews:542011:31:7,I just really came back to do women '' s league .,"I just really came back to do women""s league."
Wiki1k:wikinews:542011:31:8,"In 2009 , I received some phone calls from the coaching staff , John Trescari , who was coaching the Gliders at that point , who invited me back in to the Glider '' s training program , about February , and I said I would come to the one camp and see how I went .","In 2009, I received some phone calls from the coaching staff, John Trescari, who was coaching the Gliders at that point, who invited me back in to the Glider""s training program, about February, and I said I would come to the one camp and see how I went."
Wiki1k:wikinews:542011:34:2,"I guess one of the things that , like , I am in some ways the backup one pointer in some ways , but what gives me my one point classification , because I used to be a two , is my arm , the damage I received , and the quadriplegia from the transverse myelitis .","I guess one of the things that, like, I am in some ways the backup one pointer in some ways, but what gives me my one point classification, because I used to be a two, is my arm, the damage I received, and the quadriplegia from the transverse myelitis."
Wiki1k:wikinews:542011:34:3,"So despite the fact I probably shoot more accurately that most people in the team , because I '' ve just had to learn to shoot , it also slows me down ; I '' m not the quickest in the team for getting up and down the court , because of having trouble with grip and stuff on my right hand to push .","So despite the fact I probably shoot more accurately that most people in the team, because I""ve just had to learn to shoot, it also slows me down; I""m not the quickest in the team for getting up and down the court, because of having trouble with grip and stuff on my right hand to push."
Wiki1k:wikinews:542011:34:5,"Most people would say I '' m reasonably quick , but when you at me in comparison to , say , the other eleven girls in the team , I am not as quick .","Most people would say I""m reasonably quick, but when you at me in comparison to, say, the other eleven girls in the team, I am not as quick."
Wiki1k:wikinews:542011:38:3,At the moment I am having a short break just to spend some time with my son .,At the moment I am having a short break just to spend some time with my son.
Wiki1k:wikinews:542011:38:5,`` Cause he stayed at home rather than come to London .,""" Cause he stayed at home rather than come to London."
Wiki1k:wikinews:542011:41:0,"Amanda Carter : I `` ll still keep playing women '' s league , but not sure about some of the international stuff .","Amanda Carter: I "" ll still keep playing women""s league, but not sure about some of the international stuff."
Wiki1k:wikinews:542011:41:2,"I may well still , but at this point I '' m just leaving my options open .","I may well still, but at this point I""m just leaving my options open."
Wiki1k:wikinews:542011:42:0,( ( WN ) ) Is there anything else you '' d like to say about your record ?,"((WN)) Is there anything else you""d like to say about your record?"
Wiki1k:wikinews:542011:42:2,I can count the number of Paralympians who were on Team Australia in London who were at the Sydney games on my fingers .,I can count the number of Paralympians who were on Team Australia in London who were at the Sydney games on my fingers.
Wiki1k:wikinews:542011:46:1,The seats went up and up and up !,The seats went up and up and up!
Wiki1k:wikinews:542011:46:2,"And as it was filling on the night , you could see that even that top deck had people sitting in it .","And as it was filling on the night, you could see that even that top deck had people sitting in it."
Wiki1k:wikinews:542011:46:3,"I guess in 2000 even , to fill stadiums , which we did , we gave APC and school programs , a lot of school kids came to fill seats and things .","I guess in 2000 even, to fill stadiums, which we did, we gave APC and school programs, a lot of school kids came to fill seats and things."
Wiki1k:wikinews:542011:46:5,They were paid seats !,They were paid seats!
Wiki1k:wikinews:542011:46:6,People had gone out and spent money on tickets to come and see that sport .,People had gone out and spent money on tickets to come and see that sport.
Wiki1k:wikinews:542011:48:0,"Amanda Carter : The standard , over the years , has improved so much .","Amanda Carter: The standard, over the years, has improved so much."
Wiki1k:wikinews:542011:48:2,"So we '' ve got the next rung of girls , and guys , coming through the group .","So we""ve got the next rung of girls, and guys, coming through the group."
Wiki1k:wikinews:542011:48:3,"Like , we '' ve got girls that weren '' t necessarily up to selection for London but will probably be right up there for Rio ... Our squad will open , come January , for the first training camp .","Like, we""ve got girls that weren""t necessarily up to selection for London but will probably be right up there for Rio...Our squad will open, come January, for the first training camp."
Wiki1k:wikinews:542011:48:4,"That will be an invitational to most of the girls who are playing women '' s league and those sorts of things , and from there they '' ll do testing and stuff , cutting down and they '' ll select a side for Osaka for February , but the program will remain open leading into the next world championship , which is in Canada .","That will be an invitational to most of the girls who are playing women""s league and those sorts of things, and from there they""ll do testing and stuff, cutting down and they""ll select a side for Osaka for February, but the program will remain open leading into the next world championship, which is in Canada."
Wiki1k:wikinews:542011:4:1,I played in the men '' s league at that point .,"I played in the men""s league at that point."
Wiki1k:wikinews:542011:52:1,"And you often play more in a Paralympic year , because you '' re looking to see the competition , and the other teams , and those sorts of things , so ... This year we did Osaka , which Canada went to , China went to ... Japan , and us .","And you often play more in a Paralympic year, because you""re looking to see the competition, and the other teams, and those sorts of things, so...This year we did Osaka, which Canada went to, China went to...Japan, and us."
Wiki1k:wikinews:542011:52:2,We then went to -- and we '' d previously just been to Korea last November for qualification .,"We then went to--and we""d previously just been to Korea last November for qualification."
Wiki1k:wikinews:542011:52:6,And then we '' ve had of course a tournament in Sydney about three weeks before we went to London .,"And then we""ve had of course a tournament in Sydney about three weeks before we went to London."
Wiki1k:wikinews:542011:52:7,"And then of course we went to the Netherlands , before we went on to Cardiff in Wales .","And then of course we went to the Netherlands, before we went on to Cardiff in Wales."
Wiki1k:wikinews:542011:6:3,"`` Cause 1998 was Sydney , so I '' ve got a feeling that it was in Stoke Mandeville in England .","""Cause 1998 was Sydney, so I""ve got a feeling that it was in Stoke Mandeville in England."
Wiki1k:wikinews:542011:9:3,"Would have been nice to get the medal , `` cause I think we sort of had bigger expectations of ourselves at that point , `` cause we weren '' t the new kids on the block at that point but still finished fourth .","Would have been nice to get the medal, "" cause I think we sort of had bigger expectations of ourselves at that point, "" cause we weren""t the new kids on the block at that point but still finished fourth."
Wiki1k:wikinews:542397:0:2,"He died in his home in Branson , Missouri .","He died in his home in Branson, Missouri."
Wiki1k:wikinews:542397:2:1,"His older brothers Robert , Donald , and Richard and he formed the Williams Brothers , a singing quartet .","His older brothers Robert, Donald, and Richard and he formed the Williams Brothers, a singing quartet."
Wiki1k:wikinews:559604:0:0,"Austrian skydiver Felix Baumgartner , aged 43 , performed a jump Sunday from 39 km above the Earth '' s surface using a full-pressure suit , a parachute canopy , a capsule , and a helium balloon .","Austrian skydiver Felix Baumgartner, aged 43, performed a jump Sunday from 39 km above the Earth""s surface using a full-pressure suit, a parachute canopy, a capsule, and a helium balloon."
