qasrl_id,tokens,sentence
Wiki1k:wikinews:542011:34:3,"So despite the fact I probably shoot more accurately that most people in the team , because I 've just had to learn to shoot , it also slows me down ; I 'm not the quickest in the team for getting up and down the court , because of having trouble with grip and stuff on my right hand to push .","So despite the fact I probably shoot more accurately that most people in the team, because I""ve just had to learn to shoot, it also slows me down; I""m not the quickest in the team for getting up and down the court, because of having trouble with grip and stuff on my right hand to push."
Wiki1k:wikinews:542011:34:4,I push reasonably quick !,I push reasonably quick!
Wiki1k:wikinews:542011:34:5,"Most people would say I 'm reasonably quick , but when you at me in comparison to , say , the other eleven girls in the team , I am not as quick .","Most people would say I""m reasonably quick, but when you at me in comparison to, say, the other eleven girls in the team, I am not as quick."
Wiki1k:wikinews:542011:38:2,I guess more intense over the last eighteen months or so .,I guess more intense over the last eighteen months or so.
Wiki1k:wikinews:542011:38:3,At the moment I am having a short break just to spend some time with my son .,At the moment I am having a short break just to spend some time with my son.
Wiki1k:wikinews:542011:38:5,` Cause he stayed at home rather than come to London .,""" Cause he stayed at home rather than come to London."
Wiki1k:wikinews:542011:3:4,"I guess Australia was n't expected to do very well and finished fourth , so it was a good tournament for us .","I guess Australia wasn""t expected to do very well and finished fourth, so it was a good tournament for us."
Wiki1k:wikinews:542011:40:1,But I have n't decided where to -LSB- go -RSB- from here .,"But I haven""t decided where to [go] from here."
Wiki1k:wikinews:542011:41:0,"Amanda Carter : I ` ll still keep playing women 's league , but not sure about some of the international stuff .","Amanda Carter: I "" ll still keep playing women""s league, but not sure about some of the international stuff."
Wiki1k:wikinews:542011:41:2,"I may well still , but at this point I 'm just leaving my options open .","I may well still, but at this point I""m just leaving my options open."
Wiki1k:wikinews:542011:41:3,It 's too early to say which way I 'm going to go .,"It""s too early to say which way I""m going to go."
Wiki1k:wikinews:542011:42:2,I can count the number of Paralympians who were on Team Australia in London who were at the Sydney games on my fingers .,I can count the number of Paralympians who were on Team Australia in London who were at the Sydney games on my fingers.
Wiki1k:wikinews:542011:46:0,-LRB- -LRB- WN -RRB- -RRB- I was looking around the North Greenwich Arena ... And that arena !,((WN)) I was looking around the North Greenwich Arena...And that arena!
Wiki1k:wikinews:542011:46:3,"I guess in 2000 even , to fill stadiums , which we did , we gave APC and school programs , a lot of school kids came to fill seats and things .","I guess in 2000 even, to fill stadiums, which we did, we gave APC and school programs, a lot of school kids came to fill seats and things."
Wiki1k:wikinews:542011:46:4,We did n't necessarily see that in London .,"We didn""t necessarily see that in London."
Wiki1k:wikinews:542011:46:6,People had gone out and spent money on tickets to come and see that sport .,People had gone out and spent money on tickets to come and see that sport.
Wiki1k:wikinews:542011:48:0,"Amanda Carter : The standard , over the years , has improved so much .","Amanda Carter: The standard, over the years, has improved so much."
Wiki1k:wikinews:542011:48:1,"But the good thing is , we 're looking at development .","But the good thing is, we""re looking at development."
Wiki1k:wikinews:542011:48:3,"Like , we 've got girls that were n't necessarily up to selection for London but will probably be right up there for Rio ... Our squad will open , come January , for the first training camp .","Like, we""ve got girls that weren""t necessarily up to selection for London but will probably be right up there for Rio...Our squad will open, come January, for the first training camp."
Wiki1k:wikinews:542011:52:0,Amanda Carter : We 've played a few .,"Amanda Carter: We""ve played a few."
Wiki1k:wikinews:542011:52:6,And then we 've had of course a tournament in Sydney about three weeks before we went to London .,"And then we""ve had of course a tournament in Sydney about three weeks before we went to London."
Wiki1k:wikinews:542011:52:7,"And then of course we went to the Netherlands , before we went on to Cardiff in Wales .","And then of course we went to the Netherlands, before we went on to Cardiff in Wales."
Wiki1k:wikinews:542011:6:2,I think it was in Stoke .,I think it was in Stoke.
Wiki1k:wikinews:542011:9:3,"Would have been nice to get the medal , ` cause I think we sort of had bigger expectations of ourselves at that point , ` cause we were n't the new kids on the block at that point but still finished fourth .","Would have been nice to get the medal, "" cause I think we sort of had bigger expectations of ourselves at that point, "" cause we weren""t the new kids on the block at that point but still finished fourth."
Wiki1k:wikinews:542397:0:0,Singer Andy Williams has died at 84 years old on Tuesday .,Singer Andy Williams has died at 84 years old on Tuesday.
Wiki1k:wikinews:542397:2:2,He married Claudine Longet in 1961 and they divorced in 1975 .,He married Claudine Longet in 1961 and they divorced in 1975.
Wiki1k:wikinews:542397:2:3,"In 1991 , he married Debbie Haas .","In 1991, he married Debbie Haas."
Wiki1k:wikinews:559604:0:0,"Austrian skydiver Felix Baumgartner , aged 43 , performed a jump Sunday from 39 km above the Earth 's surface using a full-pressure suit , a parachute canopy , a capsule , and a helium balloon .","Austrian skydiver Felix Baumgartner, aged 43, performed a jump Sunday from 39 km above the Earth""s surface using a full-pressure suit, a parachute canopy, a capsule, and a helium balloon."
Wiki1k:wikinews:559604:1:0,"While the capsule ascended , a helmet faceplate heater failed .","While the capsule ascended, a helmet faceplate heater failed."
Wiki1k:wikinews:559604:1:1,Exhalation fogged the faceplate and affected vision .,Exhalation fogged the faceplate and affected vision.
Wiki1k:wikinews:559604:1:2,Baumgartner proceeded with the jump anyway .,Baumgartner proceeded with the jump anyway.
Wiki1k:wikinews:559604:2:1,A quick jump was essential to minimise the risk of spinning out of control which could make the skydiver lose consciousness .,A quick jump was essential to minimise the risk of spinning out of control which could make the skydiver lose consciousness.
Wiki1k:wikinews:559604:3:0,"Baumgartner 's suit was equipped with devices to document the jump , including a camera .","Baumgartner""s suit was equipped with devices to document the jump, including a camera."
Wiki1k:wikinews:559604:3:1,"They also included tools to measure altitude , speed and location , and to report them to the mission control center .","They also included tools to measure altitude, speed and location, and to report them to the mission control center."
Wiki1k:wikinews:559604:4:2,... Sometimes we have to get really high to see how small we are '' .,"... Sometimes we have to get really high to see how small we are""""."
Wiki1k:wikinews:600759:1:0,"Mallory Owens , 23 , the victim of the attack , is in the USA Medical Center in Mobile , recovering from the injuries .","Mallory Owens, 23, the victim of the attack, is in the USA Medical Center in Mobile, recovering from the injuries."
Wiki1k:wikinews:620057:0:1,"The results were not as good for Australia as Tuesday 's , when Australia swept the exact same event .","The results were not as good for Australia as Tuesday""s, when Australia swept the exact same event."
Wiki1k:wikinews:620057:0:2,"The course was technically difficult , with a number of skiers falling and unable to finish it .","The course was technically difficult, with a number of skiers falling and unable to finish it."
Wiki1k:wikinews:623822:0:0,"Hackers claiming to be associated with the internet activist group Anonymous have attacked the website belonging to the Westboro Baptist Church -LRB- WBC -RRB- and hacked into the Twitter account belonging to Shirley Phelps-Roper , the Church 's spokeswoman .","Hackers claiming to be associated with the internet activist group Anonymous have attacked the website belonging to the Westboro Baptist Church (WBC) and hacked into the Twitter account belonging to Shirley Phelps-Roper, the Church""s spokeswoman."
Wiki1k:wikinews:623822:1:2,... We will render you obsolete .,... We will render you obsolete.
Wiki1k:wikinews:623822:1:4,We are coming . '',"We are coming."""""
Wiki1k:wikinews:623822:1:7,"As a result of the breach , Anonymous claims to have gained access to and leaked alleged personal information such as names , home addresses and telephone numbers belonging to Church members .","As a result of the breach, Anonymous claims to have gained access to and leaked alleged personal information such as names, home addresses and telephone numbers belonging to Church members."
Wiki1k:wikinews:623822:4:0,"On December 14 , a gunman identified as 20 year-old Adam Lanza killed his mother Nancy then went into Sandy Hook Elementary school carrying a Bushmaster AR-15 rifle and two other handguns , where he opened fire killing 26 people , 20 of them children between the ages of five and ten years old .","On December 14, a gunman identified as 20 year-old Adam Lanza killed his mother Nancy then went into Sandy Hook Elementary school carrying a Bushmaster AR-15 rifle and two other handguns, where he opened fire killing 26 people, 20 of them children between the ages of five and ten years old."
Wiki1k:wikinews:628034:13:1,"Applying that analogy , if you were on a Do Not Track list then companies should n't track you unless you explicitly ask them to , e.g. by logging in and consenting to Terms of Service .","Applying that analogy, if you were on a Do Not Track list then companies shouldn""t track you unless you explicitly ask them to, e.g. by logging in and consenting to Terms of Service."
Wiki1k:wikinews:628034:13:2,"That will only happen via legislative means , however .","That will only happen via legislative means, however."
Wiki1k:wikinews:628034:16:1,"However , the challenge is to have a meaningful standard that users can still be aware of the risks of that may be involved without giving a false sense of security .","However, the challenge is to have a meaningful standard that users can still be aware of the risks of that may be involved without giving a false sense of security."
Wiki1k:wikinews:628034:16:3,It only removes the trace of the sites you visited in your `` browser '' .,"It only removes the trace of the sites you visited in your """"browser""""."
Wiki1k:wikinews:628034:16:4,"Similarly , the websites can by accident or intention to be set up in a way so they do not comply with the DNT signal .","Similarly, the websites can by accident or intention to be set up in a way so they do not comply with the DNT signal."
Wiki1k:wikinews:628034:18:1,My take is that DNT would be a success if all major stakeholders involved in the process would comply with the standards .,My take is that DNT would be a success if all major stakeholders involved in the process would comply with the standards.
Wiki1k:wikinews:628034:1:1,The initial motivation was to try a search engine with a different UI that did a better job of using more structured content -LRB- like from Wikipedia -RRB- and also more aggressively removed spam .,The initial motivation was to try a search engine with a different UI that did a better job of using more structured content (like from Wikipedia) and also more aggressively removed spam.
Wiki1k:wikinews:628034:22:1,What do you think about it ?,What do you think about it?
Wiki1k:wikinews:628034:23:1,"This provides the user with the option to remove user tracking , including cookies .","This provides the user with the option to remove user tracking, including cookies."
Wiki1k:wikinews:628034:23:2,It disrupts a lot of the technology used by digital ad services to follow users across sites etc. .,It disrupts a lot of the technology used by digital ad services to follow users across sites etc. .
Wiki1k:wikinews:628034:23:3,For the most part any users of the Foundation 's projects would have no issues using the projects if they had Do Not Track enabled on their browser .,"For the most part any users of the Foundation""s projects would have no issues using the projects if they had Do Not Track enabled on their browser."
Wiki1k:wikinews:628034:25:2,"We 're not a browser software organization , so it 's not a topic we spend a lot of time considering .","We""re not a browser software organization, so it""s not a topic we spend a lot of time considering."
Wiki1k:wikinews:628034:26:2,From a software development perspective we would never want to confuse or frustrate a user by side-stepping a feature like do not track .,From a software development perspective we would never want to confuse or frustrate a user by side-stepping a feature like do not track.
Wiki1k:wikinews:628034:26:3,We 'd like all websites to honor a web user 's preferences and desire for privacy of course .,"We""d like all websites to honor a web user""s preferences and desire for privacy of course."
Wiki1k:wikinews:628034:2:0,"GW : We do not have company mail accounts -LRB- beyond forwarding ones -RRB- , so everyone uses what they want .","GW: We do not have company mail accounts (beyond forwarding ones), so everyone uses what they want."
Wiki1k:wikinews:628034:3:0,-LRB- -LRB- Wikinews -RRB- -RRB- When and how did DuckDuckGo start using Perl ?,((Wikinews)) When and how did DuckDuckGo start using Perl?
Wiki1k:wikinews:628034:7:2,It honestly does n't take any tests to prove its ineffectiveness since companies like Google tell you straight up they do n't honor it .,"It honestly doesn""t take any tests to prove its ineffectiveness since companies like Google tell you straight up they don""t honor it."
Wiki1k:wikinews:629745:4:0,"Maharaj , once a political prisoner alongside Mandela during Apartheid , expressed thanks for public and media support and allowing Mandela privacy .","Maharaj, once a political prisoner alongside Mandela during Apartheid, expressed thanks for public and media support and allowing Mandela privacy."
Wiki1k:wikinews:660527:0:0,United States of America snowmobile racer Caleb Moore died Thursday morning at age 25 after he had been seriously injured in an accident during the Winter X Games XVII .,United States of America snowmobile racer Caleb Moore died Thursday morning at age 25 after he had been seriously injured in an accident during the Winter X Games XVII.
Wiki1k:wikinews:660527:2:0,ESPN said in a statement : `` We are deeply saddened by Caleb Moore 's passing and our thoughts and prayers go out to -LRB- ... -RRB- the entire Moore family . '',"ESPN said in a statement: """"We are deeply saddened by Caleb Moore""s passing and our thoughts and prayers go out to (...) the entire Moore family."""""
Wiki1k:wikinews:660527:2:1,"According to the statement , Moore was injured attempting a trick he had successfully completed many times before .","According to the statement, Moore was injured attempting a trick he had successfully completed many times before."
Wiki1k:wikinews:660527:2:2,"The organizers promised to make proper changes to ensure the safety in future , but they still admit there will always be a risk in competitions of top athletes .","The organizers promised to make proper changes to ensure the safety in future, but they still admit there will always be a risk in competitions of top athletes."
Wiki1k:wikinews:660527:3:1,"`` As I watched these athletes fly over my head , it really hit home just how miraculous the zero-casualty rate was , '' sports writer Brent Rose wrote in his commentary to Deadspin just a few hours before the news of Moore 's death was published .","""""As I watched these athletes fly over my head, it really hit home just how miraculous the zero-casualty rate was,"""" sports writer Brent Rose wrote in his commentary to Deadspin just a few hours before the news of Moore""s death was published."
Wiki1k:wikinews:660527:3:3,More than 35 million people in the United States watched the broadcasting this year .,More than 35 million people in the United States watched the broadcasting this year.
Wiki1k:wikinews:669037:2:0,Sioned-Mair Richards of Sheffield City Council said '' -LSB- i -RSB- t is a tragedy to lose a child at any age '' .,"Sioned-Mair Richards of Sheffield City Council said"""" [i] t is a tragedy to lose a child at any age""""."
Wiki1k:wikinews:669037:2:1,"The Shiregreen councillor described the district as `` the kind of community where everyone knows each other , '' adding : `` I am sure everyone will offer lots of support . ''","The Shiregreen councillor described the district as """"the kind of community where everyone knows each other,"""" adding: """"I am sure everyone will offer lots of support."""""
Wiki1k:wikinews:669037:2:2,"Peter Rippon , also a Shiregreen councillor , described local residents as `` shocked and saddened '' .","Peter Rippon, also a Shiregreen councillor, described local residents as """"shocked and saddened""""."
Wiki1k:wikinews:669037:2:3,He also said '' -LSB- t -RSB- he whole community 's thoughts will be with this little girl 's family today . '',"He also said"""" [t] he whole community""s thoughts will be with this little girl""s family today."""""
Wiki1k:wikinews:675013:0:0,"Two men , one aged 24 and the other 22 , were both seriously injured in the incident at Old Park Road in the north of Belfast , which was reported to police about 7:30 pm local time Friday .","Two men, one aged 24 and the other 22, were both seriously injured in the incident at Old Park Road in the north of Belfast, which was reported to police about 7:30 pm local time Friday."
Wiki1k:wikinews:675013:0:2,"The 22-year-old victim , who has not been identified , was sitting inside the vehicle and also suffered numerous gunshots wounds .","The 22-year-old victim, who has not been identified, was sitting inside the vehicle and also suffered numerous gunshots wounds."
Wiki1k:wikinews:675013:1:0,"Corbett was transported to Mater Infirmorum Hospital , where he was subsequently given urgent surgery .","Corbett was transported to Mater Infirmorum Hospital, where he was subsequently given urgent surgery."
Wiki1k:wikinews:675013:1:2,The last reports indicated both men were in stable condition .,The last reports indicated both men were in stable condition.
Wiki1k:wikinews:675013:2:0,"North Belfast Area Commander Chief Inspector Andy Freeburn spoke against the shooting , calling it , `` unacceptable in our community '' .","North Belfast Area Commander Chief Inspector Andy Freeburn spoke against the shooting, calling it, """"unacceptable in our community""""."
Wiki1k:wikinews:675013:2:1,"He described the incident as `` an utterly reckless attack with up to 40 members of the public , including women and children , in close proximity '' , adding : '' -LSB- W -RSB- e are lucky that we are not dealing with many more casualties today . ''","He described the incident as """"an utterly reckless attack with up to 40 members of the public, including women and children, in close proximity"""", adding:"""" [W] e are lucky that we are not dealing with many more casualties today."""""
Wiki1k:wikinews:697343:0:0,The Roman Catholic Church has elected Archbishop Jorge Mario Bergoglio of Buenos Aires as the new pope .,The Roman Catholic Church has elected Archbishop Jorge Mario Bergoglio of Buenos Aires as the new pope.
Wiki1k:wikinews:697343:0:1,He is to take the papal name Francis and take over from the recently retired Benedict XVI .,He is to take the papal name Francis and take over from the recently retired Benedict XVI.
Wiki1k:wikinews:697343:5:1,British Prime Minister David Cameron said that the papal election was `` a momentous day for the 1.2 billion Catholics around the world '' .,"British Prime Minister David Cameron said that the papal election was """"a momentous day for the 1.2 billion Catholics around the world""""."
Wiki1k:wikinews:697343:6:0,"The Archbishop of Canterbury , Justin Welby , said the election of a new Pope was of `` great significance to Christians everywhere , not least Anglicans '' .","The Archbishop of Canterbury, Justin Welby, said the election of a new Pope was of """"great significance to Christians everywhere, not least Anglicans""""."
Wiki1k:wikinews:697343:6:1,"He went on to describe the new pope : `` Pope Francis is well known as a compassionate pastor of real stature who has served the poor in Latin America , and whose simplicity and holiness of life is remarkable .","He went on to describe the new pope: """"Pope Francis is well known as a compassionate pastor of real stature who has served the poor in Latin America, and whose simplicity and holiness of life is remarkable."
Wiki1k:wikinews:697343:7:0,"In Argentina , he was outspoken against socially liberal policies including the provision of free contraception and gay marriage .","In Argentina, he was outspoken against socially liberal policies including the provision of free contraception and gay marriage."
Wiki1k:wikinews:714231:0:0,Scientists at the UK 's Newcastle University have published their research into the effect of neonicotinoid chemicals on the brains of honeybees in the Journal of Experimental Biology .,"Scientists at the UK""s Newcastle University have published their research into the effect of neonicotinoid chemicals on the brains of honeybees in the Journal of Experimental Biology."
Wiki1k:wikinews:714231:2:1,"The paper was co-authored by myself and Dr. Wright , and was published in the Journal of Experimental Biology last month .","The paper was co-authored by myself and Dr. Wright, and was published in the Journal of Experimental Biology last month."
Wiki1k:wikinews:714231:3:0,"DSW : The research involved feeding the pesticide imidacloprid , and the mite treatment coumaphos , to honeybees , then carrying out a learning and memory experiment .","DSW: The research involved feeding the pesticide imidacloprid, and the mite treatment coumaphos, to honeybees, then carrying out a learning and memory experiment."
Wiki1k:wikinews:714231:3:2,"In the lab , we can blow a floral scent at the bee at the same time as delivering the sugar solution - soon , the bee learns to extend its proboscis in response to the scent , having learned that this particular scent indicates a sugar reward .","In the lab, we can blow a floral scent at the bee at the same time as delivering the sugar solution - soon, the bee learns to extend its proboscis in response to the scent, having learned that this particular scent indicates a sugar reward."
Wiki1k:wikinews:714231:3:3,"We then tested the bees ' memory , by comparing the PER response to both the trained scent , and a different novel scent .","We then tested the bees"" memory, by comparing the PER response to both the trained scent, and a different novel scent."
Wiki1k:wikinews:714231:5:0,"DSW : We had a control group of bees fed sugar solution alone , then we had a group fed sugar solution containing low levels of imidacloprid , a group fed sugar solution containing coumaphos , and a group of bees fed sugar solution containing both imidacloprid and coumaphos .","DSW: We had a control group of bees fed sugar solution alone, then we had a group fed sugar solution containing low levels of imidacloprid, a group fed sugar solution containing coumaphos, and a group of bees fed sugar solution containing both imidacloprid and coumaphos."
Wiki1k:wikinews:714231:7:0,"DSW : We found that imidacloprid and coumaphos both impaired learning , and that they did indeed have an additive effect on learning impairment when administered together .","DSW: We found that imidacloprid and coumaphos both impaired learning, and that they did indeed have an additive effect on learning impairment when administered together."
Wiki1k:wikinews:714231:9:1,"We also had close links with our collaborators Dr Chris Connelly and Dr Mary Palmer at Dundee University , who have recently published a study on actual bee brains , supplying data about what the same pesticides do to the neurons when actually applied directly to the brain areas of the bee involved in learning and memory .","We also had close links with our collaborators Dr Chris Connelly and Dr Mary Palmer at Dundee University, who have recently published a study on actual bee brains, supplying data about what the same pesticides do to the neurons when actually applied directly to the brain areas of the bee involved in learning and memory."
Wiki1k:wikinews:714231:9:3,"Another difficulty of bee work is , it is very weather dependant - if it rains or is cold , the bees are n't out foraging and the experiment has to be postponed until the weather improves .","Another difficulty of bee work is, it is very weather dependant - if it rains or is cold, the bees aren""t out foraging and the experiment has to be postponed until the weather improves."
Wiki1k:wikinews:718707:0:1,Baroness Thatcher was the first woman Prime Minister and served between 1979 and 1990 .,Baroness Thatcher was the first woman Prime Minister and served between 1979 and 1990.
Wiki1k:wikinews:718707:0:2,"In 2002 , she suffered a number of strokes and was advised by doctors not to engage in public speaking .","In 2002, she suffered a number of strokes and was advised by doctors not to engage in public speaking."
Wiki1k:wikinews:718707:2:0,British Prime Minister David Cameron said : `` It was with great sadness that I learned of Lady Thatcher 's death .,"British Prime Minister David Cameron said: """"It was with great sadness that I learned of Lady Thatcher""s death."
Wiki1k:wikinews:718707:2:1,"We 've lost a great leader , a great Prime Minister and a great Briton '' .","We""ve lost a great leader, a great Prime Minister and a great Briton""""."
Wiki1k:wikinews:718707:2:2,A spokesperson at Buckingham Palace said that `` The Queen was sad to hear the news of the death of Baroness Thatcher .,"A spokesperson at Buckingham Palace said that """"The Queen was sad to hear the news of the death of Baroness Thatcher."
Wiki1k:wikinews:718707:3:0,"The Mayor of London Boris Johnson said on Twitter , `` Very sad to hear of death of Baroness Thatcher .","The Mayor of London Boris Johnson said on Twitter, """"Very sad to hear of death of Baroness Thatcher."
Wiki1k:wikinews:718707:3:1,Her memory will live long after the world has forgotten the grey suits of today 's politics . '',"Her memory will live long after the world has forgotten the grey suits of today""s politics."""""
Wiki1k:wikinews:718707:4:0,"The British Deputy Prime Minister Nick Clegg said , `` Margaret Thatcher was one of the defining figures in modern British politics .","The British Deputy Prime Minister Nick Clegg said, """"Margaret Thatcher was one of the defining figures in modern British politics."
Wiki1k:wikinews:718707:4:1,-LSB- ... -RSB- She may have divided opinion during her time in politics but everyone will be united today in acknowledging the strength of her personality and the radicalism of her politics . '',"[...] She may have divided opinion during her time in politics but everyone will be united today in acknowledging the strength of her personality and the radicalism of her politics."""""
Wiki1k:wikinews:718707:6:0,Former Prime Minister Tony Blair also acknowledged how she changed British politics .,Former Prime Minister Tony Blair also acknowledged how she changed British politics.
Wiki1k:wikinews:718707:6:1,He said : `` Margaret Thatcher was a towering political figure .,"He said: """"Margaret Thatcher was a towering political figure."
Wiki1k:wikinews:718707:6:2,Very few leaders get to change not only the political landscape of their country but of the world .,Very few leaders get to change not only the political landscape of their country but of the world.
Wiki1k:wikinews:718707:7:0,"As Prime Minister Gordon Brown invited Baroness Thatcher to Downing Street in 2007 - he said `` During our time in Number 10 , Sarah and I invited Lady Thatcher to revisit Downing Street and Chequers - something which we know she enjoyed very much .","As Prime Minister Gordon Brown invited Baroness Thatcher to Downing Street in 2007 - he said """"During our time in Number 10, Sarah and I invited Lady Thatcher to revisit Downing Street and Chequers - something which we know she enjoyed very much."
Wiki1k:wikinews:718707:7:1,But it was sad for her and her family that she lost her devoted husband Denis almost 10 years ago and that she was unable to enjoy good health in the later years of her retirement . '',"But it was sad for her and her family that she lost her devoted husband Denis almost 10 years ago and that she was unable to enjoy good health in the later years of her retirement."""""
Wiki1k:wikinews:718707:8:0,"Labour 's Carwyn Jones , the First Minister of Wales said , `` Margaret Thatcher was a major force in British political life who undoubtedly had a significant influence on the political , social and economic landscape in Wales and the UK .","Labour""s Carwyn Jones, the First Minister of Wales said, """"Margaret Thatcher was a major force in British political life who undoubtedly had a significant influence on the political, social and economic landscape in Wales and the UK."
Wiki1k:wikinews:718707:8:2,Her place in the history books is assured . '',"Her place in the history books is assured."""""
Wiki1k:wikinews:718707:9:2,"He added , `` She created today 's housing crisis , she created the banking crisis , and she created the benefits crisis .","He added, """"She created today""s housing crisis, she created the banking crisis, and she created the benefits crisis."
Wiki1k:wikinews:719230:1:0,Iran has been operating a nuclear program for years and announced opening a new uranium facility on Tuesday .,Iran has been operating a nuclear program for years and announced opening a new uranium facility on Tuesday.
Wiki1k:wikinews:719230:3:1,"The IR is well aware of the rapid decline in support from the Iranian people and is looking for a way to gain back some of that support , even superficially .","The IR is well aware of the rapid decline in support from the Iranian people and is looking for a way to gain back some of that support, even superficially."
Wiki1k:wikinews:720371:2:2,The incident has become part of Chicago Cubs ' fan lore .,"The incident has become part of Chicago Cubs"" fan lore."
Wiki1k:wikinews:720371:3:0,"The day of the incident , the Chicago Cubs game versus the Milwuakee Brewers was postponed due to weather .","The day of the incident, the Chicago Cubs game versus the Milwuakee Brewers was postponed due to weather."
Wiki1k:wikinews:731387:0:3,"The festival spans five days , ending on May 13th .","The festival spans five days, ending on May 13th."
Wiki1k:wikinews:731387:0:4,"Numerous films will be screened at the festival , including the short film , Byron 's Theme .","Numerous films will be screened at the festival, including the short film, Byron""s Theme."
Wiki1k:wikinews:731387:0:5,"Other films include A Thousand Kisses Deep , and A White Mule .","Other films include A Thousand Kisses Deep, and A White Mule."
Wiki1k:wikinews:734121:1:0,"Borschberg and Piccard hope the plane will renew interest in renewable sources of energy and green technology , and become the prototype for a larger scale solar powered aircraft , capable of flying around the world by 2015 .","Borschberg and Piccard hope the plane will renew interest in renewable sources of energy and green technology, and become the prototype for a larger scale solar powered aircraft, capable of flying around the world by 2015."
Wiki1k:wikinews:734121:1:2,"There 's so much we can do now to have a cleaner future , '' Piccard said .","There""s so much we can do now to have a cleaner future,"""" Piccard said."
Wiki1k:wikinews:734121:2:0,"The plane is the first of its kind to be able to fly during both day and night , but can not take off or land in windy conditions , nor fly through clouds .","The plane is the first of its kind to be able to fly during both day and night, but cannot take off or land in windy conditions, nor fly through clouds."
Wiki1k:wikinews:734121:2:2,"`` One hundred years ago , the planes had to fly in good weather and there was only one person on board , '' Piccard said .","""""One hundred years ago, the planes had to fly in good weather and there was only one person on board,"""" Piccard said."
Wiki1k:wikinews:734121:2:4,"But , of course , we need to fly in good weather and we carry only one pilot on board .","But, of course, we need to fly in good weather and we carry only one pilot on board."
Wiki1k:wikinews:742923:2:0,A Labour Party source quoted in The Guardian said they `` had an eleventh hour appeal from the government that they did not have the numbers to defeat the Tim Loughton amendment '' and that Labour leader Ed Miliband considered it an `` overriding priority -LSB- ... -RSB- to ensure that the bill gets on to the statute book .,"A Labour Party source quoted in The Guardian said they """"had an eleventh hour appeal from the government that they did not have the numbers to defeat the Tim Loughton amendment"""" and that Labour leader Ed Miliband considered it an """"overriding priority [...] to ensure that the bill gets on to the statute book."
Wiki1k:wikinews:742923:2:1,Ed and Yvette Cooper will therefore be voting against the Tim Loughton amendment .,Ed and Yvette Cooper will therefore be voting against the Tim Loughton amendment.
Wiki1k:wikinews:742923:2:3,Since there was a genuine threat to the bill Ed decided the best thing to do was to act in this way . '',"Since there was a genuine threat to the bill Ed decided the best thing to do was to act in this way."""""
Wiki1k:wikinews:742923:5:2,Why should n't a mother marry her daughter ?,"Why shouldn""t a mother marry her daughter?"
Wiki1k:wikinews:742923:5:3,Why should n't two elderly sisters living together marry each other ? '',"Why shouldn""t two elderly sisters living together marry each other?"""""
Wiki1k:wikinews:742923:6:1,I believe that the pendulum is now swinging so far the other way and there are plenty in the aggressive homosexual community who see this as but a stepping stone to something even further '' .,"I believe that the pendulum is now swinging so far the other way and there are plenty in the aggressive homosexual community who see this as but a stepping stone to something even further""""."
Wiki1k:wikinews:742923:7:0,"David Cameron has been on the political defensive since rumours circulated that Conservative Party co-chairman Lord Feldman referred to Conservative activists as `` mad , swivel-eyed loons '' .","David Cameron has been on the political defensive since rumours circulated that Conservative Party co-chairman Lord Feldman referred to Conservative activists as """"mad, swivel-eyed loons""""."
Wiki1k:wikinews:742923:7:1,"Conservative Grassroots chairman Miles Windsor remarked , `` This week has begun a civil war in conservatism , it may rumble on for years -- but as things stand , Nigel Farage is winning it at a stride . ''","Conservative Grassroots chairman Miles Windsor remarked, """"This week has begun a civil war in conservatism, it may rumble on for years--but as things stand, Nigel Farage is winning it at a stride."""""
Wiki1k:wikinews:742923:8:2,Labour MP Diane Abbott said : `` I did not think I would live to see the day this reached third reading . '',"Labour MP Diane Abbott said: """"I did not think I would live to see the day this reached third reading."""""
Wiki1k:wikinews:754636:12:3,These same three species are found in every 17-year brood -LRB- except the farthest north which only has M. septendecim -RRB- .,These same three species are found in every 17-year brood (except the farthest north which only has M. septendecim).
Wiki1k:wikinews:754636:14:0,CS : Of course various people prepare in different ways .,CS: Of course various people prepare in different ways.
Wiki1k:wikinews:754636:15:1,Occasionally individuals can be seeing flying across highways and sometimes they smash into cars .,Occasionally individuals can be seeing flying across highways and sometimes they smash into cars.
Wiki1k:wikinews:754636:16:0,CS : They stay outside .,CS: They stay outside.
Wiki1k:wikinews:754636:16:1,One might accidentally fly in through an open window but that would be rare .,One might accidentally fly in through an open window but that would be rare.
Wiki1k:wikinews:754636:17:1,Essential amino acids in the cicada diet are supplied by their bacterial endosymbionts .,Essential amino acids in the cicada diet are supplied by their bacterial endosymbionts.
Wiki1k:wikinews:754636:17:3,One makes 8 essential amino acids and one makes two essential amino acids .,One makes 8 essential amino acids and one makes two essential amino acids.
Wiki1k:wikinews:754636:1:0,"Chris Simon : As an undergraduate student , I was interested in the formation of species so when I went to graduate school I looked for a study organism that was likely to be in the process of forming new species .","Chris Simon: As an undergraduate student, I was interested in the formation of species so when I went to graduate school I looked for a study organism that was likely to be in the process of forming new species."
Wiki1k:wikinews:754636:1:2,Reproductive isolation leads to speciation so I planned to study biochemical differences among the broods .,Reproductive isolation leads to speciation so I planned to study biochemical differences among the broods.
Wiki1k:wikinews:754636:20:1,I am happy to have this opportunity to communicate with your readers !,I am happy to have this opportunity to communicate with your readers!
