sentence_id,predicate_idx,predicate,sentence
Wiki1k:wikinews:519133:0:2,43,used,"In the centre of the field, during the men""s 400 metre heats and other finals, javelin competitors"" efforts were greeted with """"oohs and aahs"""" from the stadium whilst their throws were in-flight; a remote-controlled car was used to return javelins to the competitors."
Wiki1k:wikinews:519133:0:2,45,return,"In the centre of the field, during the men""s 400 metre heats and other finals, javelin competitors"" efforts were greeted with """"oohs and aahs"""" from the stadium whilst their throws were in-flight; a remote-controlled car was used to return javelins to the competitors."
Wiki1k:wikinews:519133:0:3,3,win,"Great Britain""s win in the discus final prompted the crowd to sing along to the national anthem during the medal ceremony."
Wiki1k:wikinews:519133:0:3,8,prompted,"Great Britain""s win in the discus final prompted the crowd to sing along to the national anthem during the medal ceremony."
Wiki1k:wikinews:519133:0:3,12,sing,"Great Britain""s win in the discus final prompted the crowd to sing along to the national anthem during the medal ceremony."
Wiki1k:wikinews:519133:1:1,12,helping,"The entrants in the men""s F11 discus competition also had guides helping position them on the field, and ensuring they threw onto the field of play."
Wiki1k:wikinews:519133:1:1,13,position,"The entrants in the men""s F11 discus competition also had guides helping position them on the field, and ensuring they threw onto the field of play."
Wiki1k:wikinews:519133:1:1,20,ensuring,"The entrants in the men""s F11 discus competition also had guides helping position them on the field, and ensuring they threw onto the field of play."
Wiki1k:wikinews:519133:1:1,22,threw,"The entrants in the men""s F11 discus competition also had guides helping position them on the field, and ensuring they threw onto the field of play."
Wiki1k:wikinews:519133:3:0,9,received,"Whilst Katrina Hart and Jenny McLoughlin of Great Britain received the loudest cheers when announced for the women""s 100 metres T37 event, Namibia""s Johanna Benson was also vocally encouraged by the crowd; starting without the use of blocks, she earned a silver, finishing behind France""s Mandy Francois-Elie by 15 hundredths of a second."
Wiki1k:wikinews:519133:3:0,14,announced,"Whilst Katrina Hart and Jenny McLoughlin of Great Britain received the loudest cheers when announced for the women""s 100 metres T37 event, Namibia""s Johanna Benson was also vocally encouraged by the crowd; starting without the use of blocks, she earned a silver, finishing behind France""s Mandy Francois-Elie by 15 hundredths of a second."
Wiki1k:wikinews:519133:3:0,31,encouraged,"Whilst Katrina Hart and Jenny McLoughlin of Great Britain received the loudest cheers when announced for the women""s 100 metres T37 event, Namibia""s Johanna Benson was also vocally encouraged by the crowd; starting without the use of blocks, she earned a silver, finishing behind France""s Mandy Francois-Elie by 15 hundredths of a second."
Wiki1k:wikinews:519133:3:0,36,starting,"Whilst Katrina Hart and Jenny McLoughlin of Great Britain received the loudest cheers when announced for the women""s 100 metres T37 event, Namibia""s Johanna Benson was also vocally encouraged by the crowd; starting without the use of blocks, she earned a silver, finishing behind France""s Mandy Francois-Elie by 15 hundredths of a second."
Wiki1k:wikinews:519133:3:0,44,earned,"Whilst Katrina Hart and Jenny McLoughlin of Great Britain received the loudest cheers when announced for the women""s 100 metres T37 event, Namibia""s Johanna Benson was also vocally encouraged by the crowd; starting without the use of blocks, she earned a silver, finishing behind France""s Mandy Francois-Elie by 15 hundredths of a second."
Wiki1k:wikinews:519133:3:0,48,finishing,"Whilst Katrina Hart and Jenny McLoughlin of Great Britain received the loudest cheers when announced for the women""s 100 metres T37 event, Namibia""s Johanna Benson was also vocally encouraged by the crowd; starting without the use of blocks, she earned a silver, finishing behind France""s Mandy Francois-Elie by 15 hundredths of a second."
Wiki1k:wikinews:519133:3:2,6,following,"Later in the night, immediately following Oscar Pistorius""s 200 metres T44 final, Francois-Elie was awarded her gold medal whilst French athletes loudly sang their national anthem."
Wiki1k:wikinews:519133:3:2,17,awarded,"Later in the night, immediately following Oscar Pistorius""s 200 metres T44 final, Francois-Elie was awarded her gold medal whilst French athletes loudly sang their national anthem."
Wiki1k:wikinews:519133:3:2,25,sang,"Later in the night, immediately following Oscar Pistorius""s 200 metres T44 final, Francois-Elie was awarded her gold medal whilst French athletes loudly sang their national anthem."
Wiki1k:wikinews:519133:4:0,14,hyping,"Pistorius""s race was near the end of the programme, with the announcer hyping it throughout the evening""s competition."
Wiki1k:wikinews:519133:4:2,3,stepped,"As he finally stepped up to be introduced the volume increased, and cameras flashed around the stadium."
Wiki1k:wikinews:519133:4:2,7,introduced,"As he finally stepped up to be introduced the volume increased, and cameras flashed around the stadium."
Wiki1k:wikinews:519133:4:2,10,increased,"As he finally stepped up to be introduced the volume increased, and cameras flashed around the stadium."
Wiki1k:wikinews:519133:4:2,14,flashed,"As he finally stepped up to be introduced the volume increased, and cameras flashed around the stadium."
Wiki1k:wikinews:519133:4:3,1,ran,"Pistorius ran his race taking the silver, losing to Brazilian Alan Fonteles Cardoso Oliveira by less than a tenth of a second."
Wiki1k:wikinews:519133:4:3,4,taking,"Pistorius ran his race taking the silver, losing to Brazilian Alan Fonteles Cardoso Oliveira by less than a tenth of a second."
Wiki1k:wikinews:519133:4:3,8,losing,"Pistorius ran his race taking the silver, losing to Brazilian Alan Fonteles Cardoso Oliveira by less than a tenth of a second."
Wiki1k:wikinews:519713:1:0,2,equaling,"With spectators equaling half the total who watched the Great Britain versus Ukraine match earlier at the Games, China won the first set 25--12 before a crowd full of home town fans."
Wiki1k:wikinews:519713:1:0,7,watched,"With spectators equaling half the total who watched the Great Britain versus Ukraine match earlier at the Games, China won the first set 25--12 before a crowd full of home town fans."
Wiki1k:wikinews:519713:1:0,20,won,"With spectators equaling half the total who watched the Great Britain versus Ukraine match earlier at the Games, China won the first set 25--12 before a crowd full of home town fans."
Wiki1k:wikinews:519713:1:1,6,assisting,"In the press area, volunteers assisting with the games--so-called Games Makers--outnumbered the press, which included three Slovenes and Wikinews at the start, before they were joined by a trio of Chinese reporters who showed up half way through the first set."
Wiki1k:wikinews:519713:1:1,15,outnumbered,"In the press area, volunteers assisting with the games--so-called Games Makers--outnumbered the press, which included three Slovenes and Wikinews at the start, before they were joined by a trio of Chinese reporters who showed up half way through the first set."
Wiki1k:wikinews:519713:1:1,20,included,"In the press area, volunteers assisting with the games--so-called Games Makers--outnumbered the press, which included three Slovenes and Wikinews at the start, before they were joined by a trio of Chinese reporters who showed up half way through the first set."
Wiki1k:wikinews:519713:1:1,32,joined,"In the press area, volunteers assisting with the games--so-called Games Makers--outnumbered the press, which included three Slovenes and Wikinews at the start, before they were joined by a trio of Chinese reporters who showed up half way through the first set."
Wiki1k:wikinews:519713:1:1,40,showed,"In the press area, volunteers assisting with the games--so-called Games Makers--outnumbered the press, which included three Slovenes and Wikinews at the start, before they were joined by a trio of Chinese reporters who showed up half way through the first set."
Wiki1k:wikinews:519713:1:2,14,found,"The limited partisan support available for one of the teams on the court was found in the corner, and the Slovenes were waving their flag during time outs and when Slovenia scored."
Wiki1k:wikinews:519713:1:2,23,waving,"The limited partisan support available for one of the teams on the court was found in the corner, and the Slovenes were waving their flag during time outs and when Slovenia scored."
Wiki1k:wikinews:519713:1:2,32,scored,"The limited partisan support available for one of the teams on the court was found in the corner, and the Slovenes were waving their flag during time outs and when Slovenia scored."
Wiki1k:wikinews:519713:2:0,1,went,"China went on to win the second set 24--15, with the Slovenes able to fight back and narrow the score at times but never seriously challenge the Chinese lead."
Wiki1k:wikinews:519713:2:0,4,win,"China went on to win the second set 24--15, with the Slovenes able to fight back and narrow the score at times but never seriously challenge the Chinese lead."
Wiki1k:wikinews:519713:2:0,17,fight,"China went on to win the second set 24--15, with the Slovenes able to fight back and narrow the score at times but never seriously challenge the Chinese lead."
Wiki1k:wikinews:519713:2:0,20,narrow,"China went on to win the second set 24--15, with the Slovenes able to fight back and narrow the score at times but never seriously challenge the Chinese lead."
Wiki1k:wikinews:519713:2:0,28,challenge,"China went on to win the second set 24--15, with the Slovenes able to fight back and narrow the score at times but never seriously challenge the Chinese lead."
Wiki1k:wikinews:519713:3:0,20,leveling,"The Slovenes were in it early in the third set, only behind 5--4 at one point before leveling at 6--6 and going ahead 6--7, which was their first lead of the game."
Wiki1k:wikinews:519713:3:0,26,going,"The Slovenes were in it early in the third set, only behind 5--4 at one point before leveling at 6--6 and going ahead 6--7, which was their first lead of the game."
Wiki1k:wikinews:519713:3:1,2,holding,"With Slovenia holding a lead of 7--8, a long volley followed which ended with Slovenia celebrating a point only for it to be awarded to China, which tied the score again and China came back for scores to sit at 13--8."
Wiki1k:wikinews:519713:3:1,13,followed,"With Slovenia holding a lead of 7--8, a long volley followed which ended with Slovenia celebrating a point only for it to be awarded to China, which tied the score again and China came back for scores to sit at 13--8."
Wiki1k:wikinews:519713:3:1,15,ended,"With Slovenia holding a lead of 7--8, a long volley followed which ended with Slovenia celebrating a point only for it to be awarded to China, which tied the score again and China came back for scores to sit at 13--8."
Wiki1k:wikinews:519713:3:1,18,celebrating,"With Slovenia holding a lead of 7--8, a long volley followed which ended with Slovenia celebrating a point only for it to be awarded to China, which tied the score again and China came back for scores to sit at 13--8."
Wiki1k:wikinews:519713:3:1,26,awarded,"With Slovenia holding a lead of 7--8, a long volley followed which ended with Slovenia celebrating a point only for it to be awarded to China, which tied the score again and China came back for scores to sit at 13--8."
Wiki1k:wikinews:519713:3:1,31,tied,"With Slovenia holding a lead of 7--8, a long volley followed which ended with Slovenia celebrating a point only for it to be awarded to China, which tied the score again and China came back for scores to sit at 13--8."
Wiki1k:wikinews:519713:3:1,37,came,"With Slovenia holding a lead of 7--8, a long volley followed which ended with Slovenia celebrating a point only for it to be awarded to China, which tied the score again and China came back for scores to sit at 13--8."
Wiki1k:wikinews:519713:3:1,42,sit,"With Slovenia holding a lead of 7--8, a long volley followed which ended with Slovenia celebrating a point only for it to be awarded to China, which tied the score again and China came back for scores to sit at 13--8."
Wiki1k:wikinews:519713:3:3,5,got,The relatively quiet audience only got loud with commentator direction.
Wiki1k:wikinews:519713:4:0,0,Entering,"Entering the tournament as the number-one ranked team in the world, China came into the game having beaten the United States in their opening game 3 sets to 1, then going on to beat Brazil by the same total."
Wiki1k:wikinews:519713:4:0,6,ranked,"Entering the tournament as the number-one ranked team in the world, China came into the game having beaten the United States in their opening game 3 sets to 1, then going on to beat Brazil by the same total."
Wiki1k:wikinews:519713:4:0,13,came,"Entering the tournament as the number-one ranked team in the world, China came into the game having beaten the United States in their opening game 3 sets to 1, then going on to beat Brazil by the same total."
Wiki1k:wikinews:519713:4:0,18,beaten,"Entering the tournament as the number-one ranked team in the world, China came into the game having beaten the United States in their opening game 3 sets to 1, then going on to beat Brazil by the same total."
Wiki1k:wikinews:519713:4:0,27,sets,"Entering the tournament as the number-one ranked team in the world, China came into the game having beaten the United States in their opening game 3 sets to 1, then going on to beat Brazil by the same total."
Wiki1k:wikinews:519713:4:0,32,going,"Entering the tournament as the number-one ranked team in the world, China came into the game having beaten the United States in their opening game 3 sets to 1, then going on to beat Brazil by the same total."
Wiki1k:wikinews:519713:4:0,35,beat,"Entering the tournament as the number-one ranked team in the world, China came into the game having beaten the United States in their opening game 3 sets to 1, then going on to beat Brazil by the same total."
Wiki1k:wikinews:522363:0:0,2,contacted,"Wikinews was contacted Tuesday by Al Jazeera about the incident, and referred to a statement from a spokesperson for the news service saying: """"Some visitors to our websites faced disruption after external DNS servers were compromised."
Wiki1k:wikinews:522363:0:0,12,referred,"Wikinews was contacted Tuesday by Al Jazeera about the incident, and referred to a statement from a spokesperson for the news service saying: """"Some visitors to our websites faced disruption after external DNS servers were compromised."
Wiki1k:wikinews:522363:0:0,23,saying,"Wikinews was contacted Tuesday by Al Jazeera about the incident, and referred to a statement from a spokesperson for the news service saying: """"Some visitors to our websites faced disruption after external DNS servers were compromised."
Wiki1k:wikinews:522363:0:0,31,faced,"Wikinews was contacted Tuesday by Al Jazeera about the incident, and referred to a statement from a spokesperson for the news service saying: """"Some visitors to our websites faced disruption after external DNS servers were compromised."
Wiki1k:wikinews:522363:0:0,38,compromised,"Wikinews was contacted Tuesday by Al Jazeera about the incident, and referred to a statement from a spokesperson for the news service saying: """"Some visitors to our websites faced disruption after external DNS servers were compromised."
Wiki1k:wikinews:522363:0:2,1,thank,"We thank our online community for their patience and support."""""
Wiki1k:wikinews:522363:2:0,3,contained,"The hacked page contained the current Syrian flag displayed on the top left, a screenshot of the usual Al Jazeera homepage overlaid with a graphic resembling a rubber-stamped """"HACK"""", and with a silhouette of two men sitting at a desk below it."
Wiki1k:wikinews:522363:2:0,8,displayed,"The hacked page contained the current Syrian flag displayed on the top left, a screenshot of the usual Al Jazeera homepage overlaid with a graphic resembling a rubber-stamped """"HACK"""", and with a silhouette of two men sitting at a desk below it."
Wiki1k:wikinews:522363:2:0,26,resembling,"The hacked page contained the current Syrian flag displayed on the top left, a screenshot of the usual Al Jazeera homepage overlaid with a graphic resembling a rubber-stamped """"HACK"""", and with a silhouette of two men sitting at a desk below it."
Wiki1k:wikinews:522363:2:0,40,sitting,"The hacked page contained the current Syrian flag displayed on the top left, a screenshot of the usual Al Jazeera homepage overlaid with a graphic resembling a rubber-stamped """"HACK"""", and with a silhouette of two men sitting at a desk below it."
Wiki1k:wikinews:522363:3:2,3,claimed,The SEA also claimed responsibility for attacking the websites of Saudi Arabian news service Al Arabiya and Harvard in the US state of Massachusetts.
Wiki1k:wikinews:522363:3:2,6,attacking,The SEA also claimed responsibility for attacking the websites of Saudi Arabian news service Al Arabiya and Harvard in the US state of Massachusetts.
Wiki1k:wikinews:523595:3:0,2,recognized,She was recognized April 22 with the Stand Up for Choice Award.
Wiki1k:wikinews:523595:3:0,7,Stand,She was recognized April 22 with the Stand Up for Choice Award.
Wiki1k:wikinews:523595:3:1,2,given,"Fluke was given the Stand Up for Choice Award at the """"Third Annual Multi-Generational Brunch"""" of the organization NARAL Pro-Choice America which was held in New York City (NYC), New York in the United States."
Wiki1k:wikinews:523595:3:1,4,Stand,"Fluke was given the Stand Up for Choice Award at the """"Third Annual Multi-Generational Brunch"""" of the organization NARAL Pro-Choice America which was held in New York City (NYC), New York in the United States."
Wiki1k:wikinews:523595:3:1,25,held,"Fluke was given the Stand Up for Choice Award at the """"Third Annual Multi-Generational Brunch"""" of the organization NARAL Pro-Choice America which was held in New York City (NYC), New York in the United States."
Wiki1k:wikinews:523595:4:1,3,released,"The list is released annually as a special edition of Time magazine, titled Time 100."
Wiki1k:wikinews:523595:4:1,13,titled,"The list is released annually as a special edition of Time magazine, titled Time 100."
Wiki1k:wikinews:523595:5:1,2,worked,She also worked for Sanctuary for Families in NYC which worked to crackdown on human trafficking and domestic violence.
Wiki1k:wikinews:523595:5:1,10,worked,She also worked for Sanctuary for Families in NYC which worked to crackdown on human trafficking and domestic violence.
Wiki1k:wikinews:542011:10:0,6,won,"Amanda Carter: We""ve never won a gold, no."
Wiki1k:wikinews:542011:14:1,1,think,"I think over time the women""s game has developed."
Wiki1k:wikinews:542011:14:1,9,developed,"I think over time the women""s game has developed."
Wiki1k:wikinews:542011:14:2,2,got,"Girls have got stronger and they""re competing against guys."
Wiki1k:wikinews:542011:14:2,7,competing,"Girls have got stronger and they""re competing against guys."
Wiki1k:wikinews:542011:15:0,7,do,((WN)) How often do the Gliders get together?
Wiki1k:wikinews:542011:15:0,10,get,((WN)) How often do the Gliders get together?
Wiki1k:wikinews:542011:15:1,1,seems,It seems that you are all scattered all over the country normally.
Wiki1k:wikinews:542011:15:1,6,scattered,It seems that you are all scattered all over the country normally.
Wiki1k:wikinews:542011:19:3,7,win,"In the team""s 52--50 win against Canada you scored a lay up with sixteen seconds left in the match."
Wiki1k:wikinews:542011:19:3,11,scored,"In the team""s 52--50 win against Canada you scored a lay up with sixteen seconds left in the match."
Wiki1k:wikinews:542011:19:3,13,lay,"In the team""s 52--50 win against Canada you scored a lay up with sixteen seconds left in the match."
Wiki1k:wikinews:542011:19:3,18,left,"In the team""s 52--50 win against Canada you scored a lay up with sixteen seconds left in the match."
Wiki1k:wikinews:542011:1:1,1,says,"It says """"occupational therapist"""" on the door even."
Wiki1k:wikinews:542011:1:2,2,do,And I do have a son called Alex. Which is him there [pointing to his picture].
Wiki1k:wikinews:542011:1:2,3,have,And I do have a son called Alex. Which is him there [pointing to his picture].
Wiki1k:wikinews:542011:1:2,6,called,And I do have a son called Alex. Which is him there [pointing to his picture].
Wiki1k:wikinews:542011:1:2,13,pointing,And I do have a son called Alex. Which is him there [pointing to his picture].
Wiki1k:wikinews:542011:20:2,9,inbounding,"Except Leisl did in my team, who was inbounding the ball, and Leisl hurled a big pass to almost half way to me, which I ran on to and had an open lay up."
Wiki1k:wikinews:542011:20:2,15,hurled,"Except Leisl did in my team, who was inbounding the ball, and Leisl hurled a big pass to almost half way to me, which I ran on to and had an open lay up."
Wiki1k:wikinews:542011:20:2,28,ran,"Except Leisl did in my team, who was inbounding the ball, and Leisl hurled a big pass to almost half way to me, which I ran on to and had an open lay up."
Wiki1k:wikinews:542011:20:3,7,see,"And the Canadians, you could just see the look on their faces as Leisl hurled this big pass, thinking """"but we thought we had them all trapped"""", and then they""ve looked and seen that I""m already over half way waiting for this pass on an open lay up."
Wiki1k:wikinews:542011:20:3,15,hurled,"And the Canadians, you could just see the look on their faces as Leisl hurled this big pass, thinking """"but we thought we had them all trapped"""", and then they""ve looked and seen that I""m already over half way waiting for this pass on an open lay up."
Wiki1k:wikinews:542011:20:3,20,thinking,"And the Canadians, you could just see the look on their faces as Leisl hurled this big pass, thinking """"but we thought we had them all trapped"""", and then they""ve looked and seen that I""m already over half way waiting for this pass on an open lay up."
Wiki1k:wikinews:542011:20:3,24,thought,"And the Canadians, you could just see the look on their faces as Leisl hurled this big pass, thinking """"but we thought we had them all trapped"""", and then they""ve looked and seen that I""m already over half way waiting for this pass on an open lay up."
Wiki1k:wikinews:542011:20:3,26,had,"And the Canadians, you could just see the look on their faces as Leisl hurled this big pass, thinking """"but we thought we had them all trapped"""", and then they""ve looked and seen that I""m already over half way waiting for this pass on an open lay up."
Wiki1k:wikinews:542011:20:3,29,trapped,"And the Canadians, you could just see the look on their faces as Leisl hurled this big pass, thinking """"but we thought we had them all trapped"""", and then they""ve looked and seen that I""m already over half way waiting for this pass on an open lay up."
Wiki1k:wikinews:542011:20:3,36,looked,"And the Canadians, you could just see the look on their faces as Leisl hurled this big pass, thinking """"but we thought we had them all trapped"""", and then they""ve looked and seen that I""m already over half way waiting for this pass on an open lay up."
Wiki1k:wikinews:542011:20:3,38,seen,"And the Canadians, you could just see the look on their faces as Leisl hurled this big pass, thinking """"but we thought we had them all trapped"""", and then they""ve looked and seen that I""m already over half way waiting for this pass on an open lay up."
Wiki1k:wikinews:542011:20:3,46,waiting,"And the Canadians, you could just see the look on their faces as Leisl hurled this big pass, thinking """"but we thought we had them all trapped"""", and then they""ve looked and seen that I""m already over half way waiting for this pass on an open lay up."
Wiki1k:wikinews:542011:20:3,53,lay,"And the Canadians, you could just see the look on their faces as Leisl hurled this big pass, thinking """"but we thought we had them all trapped"""", and then they""ve looked and seen that I""m already over half way waiting for this pass on an open lay up."
Wiki1k:wikinews:542011:20:4,6,taken,"Scariest lay up I""ve ever taken, mind you, because when you know there""s no one on you, and this is the lay up that could win the game, it""s like: """"Don""t miss this!"
Wiki1k:wikinews:542011:20:4,14,know,"Scariest lay up I""ve ever taken, mind you, because when you know there""s no one on you, and this is the lay up that could win the game, it""s like: """"Don""t miss this!"
Wiki1k:wikinews:542011:20:4,26,lay,"Scariest lay up I""ve ever taken, mind you, because when you know there""s no one on you, and this is the lay up that could win the game, it""s like: """"Don""t miss this!"
Wiki1k:wikinews:542011:20:4,30,win,"Scariest lay up I""ve ever taken, mind you, because when you know there""s no one on you, and this is the lay up that could win the game, it""s like: """"Don""t miss this!"
Wiki1k:wikinews:542011:20:4,41,miss,"Scariest lay up I""ve ever taken, mind you, because when you know there""s no one on you, and this is the lay up that could win the game, it""s like: """"Don""t miss this!"
Wiki1k:wikinews:542011:21:0,6,brings,((WN)) That brings us to the 2000 Paralympics.
Wiki1k:wikinews:542011:24:1,1,know,"You know what they use for the footballers after they""ve had a knee reconstruction?"
Wiki1k:wikinews:542011:24:1,4,use,"You know what they use for the footballers after they""ve had a knee reconstruction?"
Wiki1k:wikinews:542011:24:3,2,start,"And they start with just a little bit of movement following the surgery and they""re supposed to get up to about 90 degrees before they go home."
Wiki1k:wikinews:542011:24:3,10,following,"And they start with just a little bit of movement following the surgery and they""re supposed to get up to about 90 degrees before they go home."
Wiki1k:wikinews:542011:24:3,16,supposed,"And they start with just a little bit of movement following the surgery and they""re supposed to get up to about 90 degrees before they go home."
Wiki1k:wikinews:542011:24:3,18,get,"And they start with just a little bit of movement following the surgery and they""re supposed to get up to about 90 degrees before they go home."
Wiki1k:wikinews:542011:24:3,26,go,"And they start with just a little bit of movement following the surgery and they""re supposed to get up to about 90 degrees before they go home."
Wiki1k:wikinews:542011:24:4,14,flew,"There was only one or two elbow machines in the country, so they flew one in from Queensland for me to use, to try and get my arm moving."
Wiki1k:wikinews:542011:24:4,22,use,"There was only one or two elbow machines in the country, so they flew one in from Queensland for me to use, to try and get my arm moving."
Wiki1k:wikinews:542011:24:4,25,try,"There was only one or two elbow machines in the country, so they flew one in from Queensland for me to use, to try and get my arm moving."
Wiki1k:wikinews:542011:24:4,27,get,"There was only one or two elbow machines in the country, so they flew one in from Queensland for me to use, to try and get my arm moving."
Wiki1k:wikinews:542011:24:4,30,moving,"There was only one or two elbow machines in the country, so they flew one in from Queensland for me to use, to try and get my arm moving."
Wiki1k:wikinews:542011:26:0,8,readmitted,"Amanda Carter: I also in 2006 was readmitted back to hospital with another episode of transverse myelitis, which is my original disability, which then left me a C5 incomplete quad, so it then affected my right arm, in addition to the elbow injury."
Wiki1k:wikinews:542011:26:0,27,left,"Amanda Carter: I also in 2006 was readmitted back to hospital with another episode of transverse myelitis, which is my original disability, which then left me a C5 incomplete quad, so it then affected my right arm, in addition to the elbow injury."
Wiki1k:wikinews:542011:26:0,37,affected,"Amanda Carter: I also in 2006 was readmitted back to hospital with another episode of transverse myelitis, which is my original disability, which then left me a C5 incomplete quad, so it then affected my right arm, in addition to the elbow injury."
Wiki1k:wikinews:542011:26:2,3,following,And that was following the birth of my son.
Wiki1k:wikinews:542011:28:1,7,recurring,And it has a higher incidence of recurring post pregnancy.
Wiki1k:wikinews:542011:29:2,0,Spent,Spent the next nine months in hospital from that surgery.
Wiki1k:wikinews:542011:29:4,2,went,"And then went back to a camp probably around 2002, and was selected to go overseas."
Wiki1k:wikinews:542011:29:4,13,selected,"And then went back to a camp probably around 2002, and was selected to go overseas."
Wiki1k:wikinews:542011:29:4,15,go,"And then went back to a camp probably around 2002, and was selected to go overseas."
Wiki1k:wikinews:542011:29:6,6,Do,"So I though: """"hmmm Do I go overseas?"
Wiki1k:wikinews:542011:29:6,8,go,"So I though: """"hmmm Do I go overseas?"
Wiki1k:wikinews:542011:29:7,3,go,"Don""t I go overseas?"""""
Wiki1k:wikinews:542011:2:1,1,had,Australia had to qualify at a pre-Paralympic tournament in England in about April of 1992 and I was selected for that.
Wiki1k:wikinews:542011:2:1,3,qualify,Australia had to qualify at a pre-Paralympic tournament in England in about April of 1992 and I was selected for that.
Wiki1k:wikinews:542011:2:1,18,selected,Australia had to qualify at a pre-Paralympic tournament in England in about April of 1992 and I was selected for that.
Wiki1k:wikinews:542011:30:2,4,occurred,"But because that had occurred, they then said that they would not cover if my arm got hurt again."
Wiki1k:wikinews:542011:30:2,8,said,"But because that had occurred, they then said that they would not cover if my arm got hurt again."
Wiki1k:wikinews:542011:30:2,13,cover,"But because that had occurred, they then said that they would not cover if my arm got hurt again."
Wiki1k:wikinews:542011:30:2,17,got,"But because that had occurred, they then said that they would not cover if my arm got hurt again."
Wiki1k:wikinews:542011:30:2,18,hurt,"But because that had occurred, they then said that they would not cover if my arm got hurt again."
Wiki1k:wikinews:542011:30:3,1,given,"And given that the tournament was the Roosevelt Cup in the US, and that we don""t have reciprocal health care rights, the risk was that if I fell, or landed on my arm and got injured, I could end up with a huge medical bill from the US and lose my house."
Wiki1k:wikinews:542011:30:3,18,have,"And given that the tournament was the Roosevelt Cup in the US, and that we don""t have reciprocal health care rights, the risk was that if I fell, or landed on my arm and got injured, I could end up with a huge medical bill from the US and lose my house."
Wiki1k:wikinews:542011:30:3,30,fell,"And given that the tournament was the Roosevelt Cup in the US, and that we don""t have reciprocal health care rights, the risk was that if I fell, or landed on my arm and got injured, I could end up with a huge medical bill from the US and lose my house."
Wiki1k:wikinews:542011:30:3,33,landed,"And given that the tournament was the Roosevelt Cup in the US, and that we don""t have reciprocal health care rights, the risk was that if I fell, or landed on my arm and got injured, I could end up with a huge medical bill from the US and lose my house."
Wiki1k:wikinews:542011:30:3,38,got,"And given that the tournament was the Roosevelt Cup in the US, and that we don""t have reciprocal health care rights, the risk was that if I fell, or landed on my arm and got injured, I could end up with a huge medical bill from the US and lose my house."
Wiki1k:wikinews:542011:30:3,39,injured,"And given that the tournament was the Roosevelt Cup in the US, and that we don""t have reciprocal health care rights, the risk was that if I fell, or landed on my arm and got injured, I could end up with a huge medical bill from the US and lose my house."
Wiki1k:wikinews:542011:30:3,43,end,"And given that the tournament was the Roosevelt Cup in the US, and that we don""t have reciprocal health care rights, the risk was that if I fell, or landed on my arm and got injured, I could end up with a huge medical bill from the US and lose my house."
Wiki1k:wikinews:542011:30:3,54,lose,"And given that the tournament was the Roosevelt Cup in the US, and that we don""t have reciprocal health care rights, the risk was that if I fell, or landed on my arm and got injured, I could end up with a huge medical bill from the US and lose my house."
Wiki1k:wikinews:542011:30:5,24,happened,"But then, after I had my son, and I had the other episode of transverse myelitis, in 2008, I just happened to come across the coach for the women""s team ..."
Wiki1k:wikinews:542011:30:5,26,come,"But then, after I had my son, and I had the other episode of transverse myelitis, in 2008, I just happened to come across the coach for the women""s team ..."
Wiki1k:wikinews:542011:31:1,2,happened,"I just happened to cross him at Northland, the shopping centre."
Wiki1k:wikinews:542011:31:1,4,cross,"I just happened to cross him at Northland, the shopping centre."
Wiki1k:wikinews:542011:31:2,2,said,"And he said: """"Why don""t you come out and play for Dandenong?"""""
Wiki1k:wikinews:542011:31:2,9,come,"And he said: """"Why don""t you come out and play for Dandenong?"""""
Wiki1k:wikinews:542011:31:2,12,play,"And he said: """"Why don""t you come out and play for Dandenong?"""""
Wiki1k:wikinews:542011:31:3,2,looking,"I was looking fit and everything else, so I thought """"Okay, I""ll come out to one training session and see how I go."""""
Wiki1k:wikinews:542011:31:3,10,thought,"I was looking fit and everything else, so I thought """"Okay, I""ll come out to one training session and see how I go."""""
Wiki1k:wikinews:542011:31:3,16,come,"I was looking fit and everything else, so I thought """"Okay, I""ll come out to one training session and see how I go."""""
Wiki1k:wikinews:542011:31:3,23,see,"I was looking fit and everything else, so I thought """"Okay, I""ll come out to one training session and see how I go."""""
Wiki1k:wikinews:542011:31:3,26,go,"I was looking fit and everything else, so I thought """"Okay, I""ll come out to one training session and see how I go."""""
Wiki1k:wikinews:542011:31:5,2,voted,"And was voted MVP--most valuable one-pointer, and all-star five."
Wiki1k:wikinews:542011:31:7,3,came,"I just really came back to do women""s league."
Wiki1k:wikinews:542011:31:9,1,went,And went to the one camp and then got selected to go to Canada.
Wiki1k:wikinews:542011:31:9,8,got,And went to the one camp and then got selected to go to Canada.
Wiki1k:wikinews:542011:31:9,9,selected,And went to the one camp and then got selected to go to Canada.
Wiki1k:wikinews:542011:31:9,11,go,And went to the one camp and then got selected to go to Canada.
Wiki1k:wikinews:542011:34:2,1,guess,"I guess one of the things that, like, I am in some ways the backup one pointer in some ways, but what gives me my one point classification, because I used to be a two, is my arm, the damage I received, and the quadriplegia from the transverse myelitis."
Wiki1k:wikinews:542011:34:2,25,gives,"I guess one of the things that, like, I am in some ways the backup one pointer in some ways, but what gives me my one point classification, because I used to be a two, is my arm, the damage I received, and the quadriplegia from the transverse myelitis."
